ko_id,ko_name,n_cells,fc_1-2,pval
KO:K09874,aquaporin NIP,3360,0.25856844,0.10786203823646327
KO:K15662,iturin family lipopeptide synthetase B,3343,0.2590791,0.22251564079243868
KO:K18532,adenylate kinase [EC:2.7.4.3],4233,0.2597667,0.14613529463422706
KO:K17209,inositol transport system permease protein,3652,0.2606865,0.7747685635126076
KO:K13772,"Rrf2 family transcriptional regulator, iron-responsive regulator",1883,0.2617066,9.200114131280626e-08
KO:K09137,uncharacterized protein,5778,0.26184988,1.0120989554258732e-09
KO:K19723,Nomega-hydroxy-L-arginine amidinohydrolase [EC:3.5.3.25],1291,0.262779,4.304844374070306e-08
KO:K15585,nickel transport system permease protein,1918,0.2628777,2.4043270536570817e-08
KO:K02299,cytochrome o ubiquinol oxidase subunit III,6263,0.26314306,5.162438324884153e-16
KO:K04653,hydrogenase expression/formation protein HypC,6292,0.26363277,3.680845351583899e-12
KO:K11924,"DtxR family transcriptional regulator, manganese transport regulator",5312,0.26501918,6.736535614951018e-07
KO:K05826,alpha-aminoadipate/glutamate carrier protein LysW,5410,0.26698804,0.00028225917496229594
KO:K01127,glycosylphosphatidylinositol phospholipase D [EC:3.1.4.50],3707,0.26740843,0.007028211131649793
KO:K10537,L-arabinose transport system substrate-binding protein,4296,0.26872575,2.8163400016956124e-06
KO:K18332,NADP-reducing hydrogenase subunit HndD [EC:1.12.1.3],3591,0.26947212,0.019870317013938522
KO:K01208,cyclomaltodextrinase / maltogenic alpha-amylase / neopullulanase [EC:3.2.1.54 3.2.1.133 3.2.1.135],4099,0.26970798,0.0020727150861005027
KO:K12507,acyl-CoA synthetase [EC:6.2.1.-],5828,0.26984787,3.274704615654214e-05
KO:K13926,ribosome-dependent ATPase,5842,0.27135086,0.0001610089868334667
KO:K09002,CRISPR-associated protein Csm3,4617,0.27151653,0.040462734868827184
KO:K00265,glutamate synthase (NADPH) large chain [EC:1.4.1.13],6533,0.27243996,8.384267370349097e-32
KO:K09148,uncharacterized protein,3092,0.27244663,0.0004361736897485705
KO:K12428,fatty acid CoA ligase FadD32,2989,0.2725349,0.0012985492017561075
KO:K13317,"NDP-4-keto-2,6-dideoxyhexose 3-C-methyltransferase [EC:2.1.1.-]",5394,0.27290058,1.5690570760241587e-05
KO:K07487,transposase,6081,0.27335024,0.4378129631429706
KO:K01725,cyanate lyase [EC:4.2.1.104],6208,0.2737913,5.683830393582483e-13
KO:K04788,mycobactin phenyloxazoline synthetase,2469,0.2740035,8.92747495556754e-06
KO:K18292,(S)-citramalyl-CoA lyase [EC:4.1.3.25],4770,0.27451622,0.1971605052624784
KO:K19548,dihydroanticapsin dehydrogenase [EC:1.1.1.385],5953,0.27455425,3.0681207573972076e-05
KO:K12997,rhamnosyltransferase [EC:2.4.1.-],3702,0.27574635,0.0011795031020516062
KO:K07034,uncharacterized protein,5627,0.2769394,0.00020336622914981955
KO:K13028,aldoxime dehydratase [EC:4.99.1.5],2941,0.27759123,5.862988432664835e-06
KO:K12242,pyochelin biosynthesis protein PchC,2050,0.2782693,0.07933090221764186
KO:K11003,hemolysin D,5669,0.27909803,4.755560731427397e-07
KO:K06324,"spore coat protein A, manganese oxidase [EC:1.16.3.3]",4958,0.27953053,1.1993301694178657e-06
KO:K11357,"two-component system, cell cycle sensor histidine kinase DivJ [EC:2.7.13.3]",5517,0.28488827,0.00029462943287040795
KO:K12263,cytochrome c551,3644,0.28491294,0.9040518784291955
KO:K19778,acid stress chaperone HdeB,2942,0.28532982,0.01248626095023586
KO:K13593,"cyclic-di-GMP phosphodiesterase, flagellum assembly factor TipF",5119,0.2856903,7.299216753046668e-05
KO:K16593,pimeloyl-[acyl-carrier protein] synthase [EC:1.14.14.46],3046,0.2861886,0.5519902389280658
KO:K03889,ubiquinol-cytochrome c reductase cytochrome c subunit,5754,0.28679132,3.1133047956338304e-08
KO:K15658,arthrofactin-type cyclic lipopeptide synthetase A,2544,0.28711593,0.6466521915615535
KO:K13013,O-antigen biosynthesis protein WbqV,5903,0.28737974,1.0431939697277604e-05
KO:K06965,protein pelota,4898,0.2880664,0.02017766351576852
KO:K13584,"two-component system, cell cycle response regulator CtrA",6171,0.28845692,0.00023257802006225028
KO:K15727,"membrane fusion protein, heavy metal efflux system",6503,0.28972435,1.813418450342745e-18
KO:K11959,urea transport system substrate-binding protein,6479,0.29059887,4.07911992994508e-27
KO:K05957,L-glutamine:scyllo-inosose aminotransferase [EC:2.6.1.50],2294,0.29064226,0.08361988401037074
KO:K07687,"two-component system, NarL family, captular synthesis response regulator RcsB",2725,0.290653,0.12408734945506723
KO:K00480,salicylate hydroxylase [EC:1.14.13.1],6252,0.2907734,2.3096494558213965e-10
KO:K16885,"quinone-modifying oxidoreductase, subunit QmoA",3455,0.29090762,0.017342645286491796
KO:K03628,transcription termination factor Rho,6539,0.29234695,4.052370257676496e-39
KO:K16320,"anthranilate 1,2-dioxygenase small subunit [EC:1.14.12.1]",4876,0.29251575,0.0002493191819738686
KO:K16125,syringomycin synthetase protein SyrE,4379,0.29254138,8.516688324710546e-06
KO:K13330,"dTDP-4-amino-2,3,4,6-tetradeoxy-D-glucose N,N-dimethyltransferase [EC:2.1.1.324]",2482,0.29270673,0.03752980737601038
KO:K07173,S-ribosylhomocysteine lyase [EC:4.4.1.21],2934,0.29375196,6.243447492276394e-10
KO:K18072,"two-component system, OmpR family, sensor kinase ParS [EC:2.7.13.3]",1999,0.29452658,6.888658611032725e-09
KO:K18369,alcohol dehydrogenase [EC:1.1.1.-],5696,0.2948141,2.478432953663848e-07
KO:K14347,"solute carrier family 10 (sodium/bile acid cotransporter), member 7",5943,0.295897,5.803244894565215e-07
KO:K07486,transposase,6506,0.29648495,0.1922125293618009
KO:K03695,ATP-dependent Clp protease ATP-binding subunit ClpB,6537,0.29703903,1.0816764056038234e-29
KO:K11387,arabinosyltransferase C [EC:2.4.2.-],3335,0.29713666,0.3383235992185223
KO:K19585,multidrug efflux pump,3992,0.29767966,0.01191857178267113
KO:K18903,"outer membrane protein, multidrug efflux system",5762,0.29882264,2.3465037526676197e-08
KO:K00412,ubiquinol-cytochrome c reductase cytochrome b subunit,6499,0.3006897,8.889746567501373e-47
KO:K10620,"2,3-dihydroxy-2,3-dihydro-p-cumate dehydrogenase [EC:1.3.1.58]",3451,0.30100003,0.9831326682279689
KO:K07799,"membrane fusion protein, multidrug efflux system",6201,0.3011961,2.3069227577577885e-06
KO:K00346,Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:7.2.1.1],4345,0.3012495,1.483990223686034e-09
KO:K01584,arginine decarboxylase [EC:4.1.1.19],6283,0.30126858,9.555700705446705e-12
KO:K18091,pentalenolactone D synthase [EC:1.14.13.170 1.14.13.171],2211,0.30293417,0.8177316117059676
KO:K16427,"(3,5-dihydroxyphenyl)acetyl-CoA 1,2-dioxygenase [EC:1.13.11.80]",4185,0.3040414,2.1094708189557624e-06
KO:K15315,enediyne core biosynthesis thioesterase,2880,0.3041908,0.041633178847633574
KO:K09960,uncharacterized protein,4941,0.30465922,0.01111615940760459
KO:K13953,"alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]",6521,0.30587912,2.5209955910647624e-11
KO:K04043,molecular chaperone DnaK,6539,0.30602837,4.993431616977916e-28
KO:K14735,hephaestin [EC:1.16.3.1],3447,0.30692005,0.0034326575939054678
KO:K16568,exopolysaccharide production protein ExoZ,4589,0.30785084,9.88436175183772e-11
KO:K01130,arylsulfatase [EC:3.1.6.1],6522,0.30895996,4.5704031808096845e-09
KO:K15513,benzoyl-CoA-dihydrodiol lyase [EC:4.1.2.44],6027,0.30957842,1.3506247691482774e-14
KO:K17216,cystathionine beta-synthase (O-acetyl-L-serine) [EC:2.5.1.134],2125,0.31045604,0.49537135369491303
KO:K16097,gramicidin S synthase 2,3306,0.31052542,0.17181477574715154
KO:K01720,2-methylcitrate dehydratase [EC:4.2.1.79],6483,0.31056356,3.3752869455490326e-09
KO:K02936,large subunit ribosomal protein L7Ae,4743,0.3116053,0.5366075325954556
KO:K07484,transposase,6524,0.31292152,3.395527502962211e-08
KO:K06897,"7,8-dihydropterin-6-yl-methyl-4-(beta-D-ribofuranosyl)aminobenzene 5'-phosphate synthase [EC:2.5.1.105]",6410,0.31368017,8.255381957172856e-07
KO:K09758,aspartate 4-decarboxylase [EC:4.1.1.12],4708,0.3139634,1.284940183006346e-07
KO:K05822,tetrahydrodipicolinate N-acetyltransferase [EC:2.3.1.89],2830,0.31401944,0.0007243389208543956
KO:K02081,"DeoR family transcriptional regulator, aga operon transcriptional repressor",6312,0.3143797,3.325442097197569e-12
KO:K16051,3-oxo-5alpha-steroid 4-dehydrogenase [EC:1.3.99.5],5184,0.314425,6.012922712842438e-07
KO:K01194,"alpha,alpha-trehalase [EC:3.2.1.28]",6368,0.31506968,5.326823425753555e-18
KO:K07692,"two-component system, NarL family, response regulator DegU",5750,0.3166585,1.4058379760283052e-16
KO:K04719,"5,6-dimethylbenzimidazole synthase [EC:1.13.11.79]",6270,0.31672955,5.044469344392487e-10
KO:K01792,glucose-6-phosphate 1-epimerase [EC:5.1.3.15],6305,0.31741166,2.1865647443334574e-21
KO:K15065,"3-O-methylgallate 3,4-dioxygenase [EC:1.13.11.-]",4774,0.3177147,0.0012599901787549276
KO:K00349,Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:7.2.1.1],4287,0.31924534,4.417184699475077e-11
KO:K00469,inositol oxygenase [EC:1.13.99.1],5401,0.31985116,1.868833502137803e-10
KO:K07289,AsmA protein,6396,0.32115364,1.0157391690395362e-23
KO:K03050,"DNA-directed RNA polymerase subunit E"" [EC:2.7.7.6]",3318,0.32132745,0.0030962330507798264
KO:K16053,miniconductance mechanosensitive channel,4561,0.3230877,8.011315079800762e-05
KO:K17744,L-galactose dehydrogenase [EC:1.1.1.316],5887,0.32364774,3.537233865456927e-05
KO:K07978,GntR family transcriptional regulator,4708,0.32377934,0.0028930713121880993
KO:K06156,Gnt-I system low-affinity gluconate transporter,3736,0.32386637,0.05797081098906686
KO:K03694,ATP-dependent Clp protease ATP-binding subunit ClpA,6522,0.32387924,2.2303725383807657e-32
KO:K05303,O-methyltransferase [EC:2.1.1.-],6132,0.3239267,7.130074887834997e-15
KO:K14657,"LysR family transcriptional regulator, nod-box dependent transcriptional activator",3242,0.3242858,0.0014584251676030978
KO:K04749,anti-sigma B factor antagonist,6516,0.32463455,7.074160250440335e-20
KO:K05873,"adenylate cyclase, class 2 [EC:4.6.1.1]",5818,0.32494473,4.58614751512486e-08
KO:K00986,RNA-directed DNA polymerase [EC:2.7.7.49],6518,0.32509995,0.4862002467341272
KO:K00485,dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8],3581,0.32687473,0.11021440534533322
KO:K00148,glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46],5231,0.33152962,1.1920545303367472e-09
KO:K15060,"5,5'-dehydrodivanillate O-demethylase oxygenase subunit [EC:1.14.13.-]",5156,0.3317957,3.9254018268401993e-10
KO:K19623,"two-component system, probable response regulator PhcQ",3944,0.33220813,0.001145279088545231
KO:K11004,"ATP-binding cassette, subfamily B, bacterial HlyB/CyaB",6078,0.332901,3.1579541352242773e-07
KO:K04794,"peptidyl-tRNA hydrolase, PTH2 family [EC:3.1.1.29]",5728,0.3339132,5.909023719714689e-08
KO:K02760,cellobiose PTS system EIIB component [EC:2.7.1.196 2.7.1.205],2091,0.33427525,8.478214586445946e-09
KO:K19610,"two-component system, OmpR family, response regulator PfeR",2432,0.33486748,7.084547052180369e-05
KO:K04656,hydrogenase maturation protein HypF,6438,0.33487988,3.2628840230766183e-10
KO:K14949,serine/threonine-protein kinase PknG [EC:2.7.11.1],4366,0.33533478,4.543944199282091e-06
KO:K12450,"UDP-glucose 4,6-dehydratase [EC:4.2.1.76]",4353,0.3356632,0.04233314728596318
KO:K07445,putative DNA methylase,6345,0.33603764,9.868721476004105e-13
KO:K08227,"MFS transporter, LPLT family, lysophospholipid transporter",4029,0.33736968,0.41496592769365037
KO:K14339,"alpha-1,6-mannosyltransferase [EC:2.4.1.-]",3985,0.339324,3.3524119182274956e-05
KO:K18930,D-lactate dehydrogenase,6331,0.33966112,1.9635900374097385e-14
KO:K16873,5-(hydroxymethyl)furfural/furfural oxidase [EC:1.1.3.47 1.1.3.-],5393,0.34019327,7.237357513292161e-05
KO:K12206,intracellular multiplication protein IcmB [EC:7.2.4.8],3523,0.34087038,0.09735845648456452
KO:K10539,L-arabinose transport system ATP-binding protein [EC:7.5.2.12],4936,0.3412459,2.468381689903562e-09
KO:K10917,"PadR family transcriptional regulator, regulatory protein AphA",4729,0.3416233,2.3772767834105364e-06
KO:K15553,sulfonate transport system substrate-binding protein,6089,0.34186745,7.844386032261356e-14
KO:K08253,non-specific protein-tyrosine kinase [EC:2.7.10.2],6018,0.3421688,8.686196576009834e-13
KO:K11264,methylmalonyl-CoA decarboxylase [EC:4.1.1.-],4418,0.34280175,0.0002337750643366469
KO:K12989,mannosyltransferase [EC:2.4.1.-],5690,0.3429699,2.94977249957846e-11
KO:K07386,putative endopeptidase [EC:3.4.24.-],6462,0.34404707,5.056993801510891e-20
KO:K07466,replication factor A1,4980,0.3442024,0.7673430673878181
KO:K07180,serine protein kinase,6470,0.3444786,1.0084638709153706e-32
KO:K00350,Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:7.2.1.1],4284,0.34659553,1.513599118545888e-09
KO:K03296,"hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family",6538,0.346694,2.1078684697771725e-34
KO:K03544,ATP-dependent Clp protease ATP-binding subunit ClpX,6536,0.34796143,1.3547730482351406e-27
KO:K00590,site-specific DNA-methyltransferase (cytosine-N4-specific) [EC:2.1.1.113],6263,0.34812784,1.3499305093800222e-13
KO:K11477,glc operon protein GlcG,5775,0.35022736,7.66591362721885e-08
KO:K00322,NAD(P) transhydrogenase [EC:1.6.1.1],6259,0.35081577,2.7883699155273698e-14
KO:K09961,uncharacterized protein,5113,0.35171878,5.259861086067027e-05
KO:K13730,internalin A,6399,0.35225153,3.0698065946419344e-15
KO:K19144,CRISPR-associated protein Csx3,4335,0.35227764,8.100953556260007e-09
KO:K15886,multifunctional cyclase / dehydratase / O-methyltransferase [EC:2.3.1.235],1788,0.35248876,0.021875300040125827
KO:K10215,monooxygenase [EC:1.14.13.-],3818,0.35250345,0.07281557936410156
KO:K09693,teichoic acid transport system ATP-binding protein [EC:7.5.2.4],6107,0.3527465,3.372654742969216e-12
KO:K18098,"LuxR family transcriptional regulator, quorum-sensing system regulator BjaR1",3984,0.35301757,1.8752767919134576e-07
KO:K15907,pentalenene oxygenase [EC:1.14.15.32],3618,0.3538065,0.014956659795528926
KO:K11737,D-serine/D-alanine/glycine transporter,3360,0.35445797,3.3358414005846086e-05
KO:K15331,tRNA (uracil-5-)-methyltransferase [EC:2.1.1.35],4310,0.35549366,0.8664299154562846
KO:K07491,putative transposase,6537,0.3558855,1.5933163081365748e-14
KO:K11624,"two-component system, NarL family, response regulator YdfI",4165,0.3560061,0.0001317597092320405
KO:K00651,homoserine O-succinyltransferase/O-acetyltransferase [EC:2.3.1.46 2.3.1.31],6198,0.35618567,1.4638938743348799e-12
KO:K03232,elongation factor 1-beta,4091,0.3561883,0.49517820161821113
KO:K09129,uncharacterized protein,4974,0.35635614,1.5899181928002424e-06
KO:K00293,"saccharopine dehydrogenase (NADP+, L-glutamate forming) [EC:1.5.1.10]",5378,0.35638362,0.00015760605278756492
KO:K03199,type IV secretion system protein VirB4 [EC:7.4.2.8],6262,0.35673618,1.0593981773299325e-06
KO:K14733,"limonene 1,2-monooxygenase [EC:1.14.13.107]",5655,0.3574934,1.7388767956777484e-08
KO:K01253,microsomal epoxide hydrolase [EC:3.3.2.9],6087,0.35773897,1.7774838530820075e-10
KO:K07096,uncharacterized protein,5687,0.35788202,1.179401233653597e-10
KO:K12059,conjugal transfer pilus assembly protein TrbC,2965,0.3582852,4.29742140703594e-08
KO:K08195,"MFS transporter, AAHS family, 4-hydroxybenzoate transporter",5660,0.35877037,5.337021000159434e-11
KO:K06378,stage II sporulation protein AA (anti-sigma F factor antagonist),5961,0.3593111,5.129535091795233e-15
KO:K18302,"membrane fusion protein, multidrug efflux system",5626,0.35962844,0.00014074921716729282
KO:K09157,uncharacterized protein,5750,0.35965323,5.992087835641314e-10
KO:K14268,5-aminovalerate/4-aminobutyrate aminotransferase [EC:2.6.1.48 2.6.1.19],1950,0.3598442,6.209031999161909e-08
KO:K18030,nicotinate dehydrogenase subunit B [EC:1.17.2.1],5381,0.35995102,4.793592913990865e-09
KO:K00875,D-ribulokinase [EC:2.7.1.47],3911,0.3601954,1.554235523879424e-05
KO:K15974,"MarR family transcriptional regulator, negative regulator of the multidrug operon emrRAB",2713,0.36128694,0.2476167238360958
KO:K02481,"two-component system, NtrC family, response regulator",6514,0.3623252,8.808913517311948e-23
KO:K08276,ecotin,3254,0.36327386,3.4961408418492357e-10
KO:K16653,decaprenylphospho-beta-D-ribofuranose 2-oxidase [EC:1.1.98.3],6002,0.3636198,1.494679760720585e-11
KO:K07079,uncharacterized protein,6247,0.36377573,3.2220688887101756e-08
KO:K04654,hydrogenase expression/formation protein HypD,6392,0.36381483,3.5669128509220785e-07
KO:K13582,localization factor PodJL,5680,0.3640356,6.362193644105952e-08
KO:K02945,small subunit ribosomal protein S1,6535,0.36528873,7.163445413849317e-58
KO:K13875,L-arabonate dehydrase [EC:4.2.1.25],3497,0.36579776,0.00016402164883729531
KO:K01548,potassium-transporting ATPase KdpC subunit,5256,0.36582518,2.6127190899037653e-10
KO:K03520,aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3],6482,0.36625862,8.654202832607701e-16
KO:K03929,para-nitrobenzyl esterase [EC:3.1.1.-],6507,0.36725235,3.420373872064302e-26
KO:K04105,4-hydroxybenzoate-CoA ligase [EC:6.2.1.27 6.2.1.25],4990,0.36831188,0.05697955589243031
KO:K04802,proliferating cell nuclear antigen,5246,0.36849505,0.30116743297914317
KO:K00129,aldehyde dehydrogenase (NAD(P)+) [EC:1.2.1.5],5626,0.3690791,8.403648099049411e-13
KO:K04651,hydrogenase nickel incorporation protein HypA/HybF,6263,0.3691225,1.530260484666308e-16
KO:K18139,"outer membrane protein, multidrug efflux system",6459,0.370471,1.2190221925370986e-12
KO:K14201,clumping factor A,3175,0.3705063,0.0008869651197954315
KO:K06151,gluconate 2-dehydrogenase alpha chain [EC:1.1.99.3],5570,0.37056828,6.831145472334772e-07
KO:K03626,nascent polypeptide-associated complex subunit alpha,4365,0.37063724,0.7798196951708165
KO:K18232,oleandomycin transport system ATP-binding protein,4072,0.37065697,2.5313483241581075e-05
KO:K02112,F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1],6539,0.37206078,1.2006477603611021e-39
KO:K16554,polysaccharide biosynthesis transport protein,4464,0.3723147,5.483321717316606e-09
KO:K09650,rhomboid-like protein [EC:3.4.21.105],4561,0.37232807,0.032618684970567795
KO:K15061,OH-DDVA oxygenase,3759,0.3728413,0.00015785475804112667
KO:K00248,butyryl-CoA dehydrogenase [EC:1.3.8.1],6536,0.37328386,3.41878024455071e-26
KO:K03458,"nucleobase:cation symporter-2, NCS2 family",6410,0.37408447,3.666691600259686e-22
KO:K19668,"cellulose 1,4-beta-cellobiosidase [EC:3.2.1.91]",5913,0.37450838,5.6307194658409165e-15
KO:K01206,alpha-L-fucosidase [EC:3.2.1.51],6509,0.37505245,2.440984185812186e-28
KO:K16424,"3,5-dihydroxyphenylacetyl-CoA synthase [EC:2.3.1.246]",2814,0.37568927,0.2680763413799493
KO:K07699,"two-component system, response regulator, stage 0 sporulation protein A",2580,0.37592173,2.036032185040474e-05
KO:K14728,phthiodiolone/phenolphthiodiolone dimycocerosates ketoreductase [EC:1.2.-.-],4725,0.37620354,0.0004976841038474917
KO:K05580,NAD(P)H-quinone oxidoreductase subunit I [EC:7.1.1.2],4431,0.37668467,0.02099940812936067
KO:K00808,homospermidine synthase [EC:2.5.1.44],5967,0.37734127,2.0880646368928165e-08
KO:K16079,outer membrane immunogenic protein,5762,0.3780241,1.982929673804966e-07
KO:K10775,phenylalanine ammonia-lyase [EC:4.3.1.24],3914,0.37806225,5.216977174994486e-10
KO:K01338,ATP-dependent Lon protease [EC:3.4.21.53],6538,0.3781414,2.7977363536021943e-39
KO:K03070,preprotein translocase subunit SecA [EC:7.4.2.8],6538,0.37829494,6.760168219981404e-56
KO:K11084,2-aminoethylphosphonate transport system ATP-binding protein,2329,0.37875748,0.015556489338960889
KO:K00146,phenylacetaldehyde dehydrogenase [EC:1.2.1.39],6247,0.3790331,5.4825299812353455e-15
KO:K07812,trimethylamine-N-oxide reductase (cytochrome c) [EC:1.7.2.3],5483,0.3792529,0.1279212004289431
KO:K05573,NAD(P)H-quinone oxidoreductase subunit 2 [EC:7.1.1.2],3578,0.38039613,0.9427586599383293
KO:K06926,uncharacterized protein,5825,0.38042486,2.0333008136430532e-12
KO:K07133,uncharacterized protein,6523,0.3808565,1.5938608806038741e-16
KO:K16050,"4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase [EC:3.7.1.17]",5990,0.38096714,5.491752967542171e-20
KO:K02111,F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1],6538,0.38099575,7.177857202376645e-46
KO:K15531,oligosaccharide reducing-end xylanase [EC:3.2.1.156],4780,0.38106716,1.3820690564083813e-05
KO:K11354,"two-component system, chemotaxis family, sensor kinase Cph1 [EC:2.7.13.3]",4585,0.38137347,2.1369362022585478e-05
KO:K07488,transposase,5606,0.38148886,4.4217766079857614e-07
KO:K10943,"two-component system, response regulator FlrC",6431,0.38161516,1.4488765251131124e-29
KO:K07317,adenine-specific DNA-methyltransferase [EC:2.1.1.72],6180,0.38299847,6.830545842953121e-16
KO:K09882,cobaltochelatase CobS [EC:6.6.1.2],6441,0.3830738,4.2336563243085257e-13
KO:K14333,"2,3-dihydroxybenzoate decarboxylase [EC:4.1.1.46]",5787,0.3835454,2.5721684530466045e-06
KO:K12253,5-guanidino-2-oxopentanoate decarboxylase [EC:4.1.1.75],4580,0.38355207,6.388592571456454e-08
KO:K05544,tRNA-dihydrouridine synthase 3 [EC:1.3.1.89],3453,0.38365728,0.032671988341865486
KO:K07176,putative serine/threonine protein kinase,2782,0.38375401,0.0005569428104767995
KO:K00953,FAD synthetase [EC:2.7.7.2],3510,0.3851375,0.8750538823739618
KO:K14623,DNA-damage-inducible protein D,5561,0.3855443,1.6856722781494112e-14
KO:K06152,gluconate 2-dehydrogenase gamma chain [EC:1.1.99.3],5812,0.3856058,3.6579187196411776e-14
KO:K07334,toxin HigB-1,6452,0.38592243,1.0095504311149925e-21
KO:K04652,hydrogenase nickel incorporation protein HypB,6343,0.38644505,1.8279394215128372e-12
KO:K19373,DnaJ homolog subfamily C member 28,1899,0.3874526,0.0003246423299303801
KO:K05986,nuclease S1 [EC:3.1.30.1],5010,0.38745332,5.207482935083909e-13
KO:K00643,5-aminolevulinate synthase [EC:2.3.1.37],6165,0.38802624,8.367478812841439e-12
KO:K07648,"two-component system, OmpR family, aerobic respiration control sensor histidine kinase ArcB [EC:2.7.13.3]",3001,0.38813686,2.501920686805934e-05
KO:K03736,ethanolamine ammonia-lyase small subunit [EC:4.3.1.7],5856,0.38815975,3.1663077201620657e-18
KO:K10674,ectoine hydroxylase [EC:1.14.11.55],5893,0.3885584,6.342064003843127e-26
KO:K05306,phosphonoacetaldehyde hydrolase [EC:3.11.1.1],5681,0.39002395,8.008625560542916e-12
KO:K07512,mitochondrial enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase [EC:1.3.1.- 1.3.1.38],3830,0.39036664,0.08160904960160988
KO:K00435,hydrogen peroxide-dependent heme synthase [EC:1.3.98.5],5425,0.39056015,1.4609124669000948e-19
KO:K11103,aerobic C4-dicarboxylate transport protein,5846,0.39072657,4.186875419910176e-19
KO:K01878,glycyl-tRNA synthetase alpha chain [EC:6.1.1.14],6530,0.39103556,1.2163477143522192e-64
KO:K13623,S-adenosylmethionine-diacylgycerolhomoserine-N-methlytransferase,5270,0.39240122,1.7890592318770327e-14
KO:K07063,uncharacterized protein,5736,0.3925259,2.4740512822393346e-10
KO:K19686,ribonuclease VapC [EC:3.1.-.-],5962,0.39292955,1.93874909886874e-19
KO:K01029,3-oxoacid CoA-transferase subunit B [EC:2.8.3.5],6485,0.3931651,1.1902753867751217e-25
KO:K15569,naphthyl-2-methylsuccinate CoA transferase subunit [EC:2.8.3.-],2893,0.3938266,0.49747102076942407
KO:K17609,nucleoredoxin [EC:1.8.1.8],3442,0.39406896,0.43148799715829944
KO:K12070,conjugal transfer pilus assembly protein TraI,3034,0.39427018,0.009946393475323867
KO:K00467,lactate 2-monooxygenase [EC:1.13.12.4],4430,0.39465404,1.3556208454221138e-07
KO:K15572,naphthyl-2-hydroxymethylsuccinyl-CoA hydratase [EC:4.2.1.-],2814,0.39478123,0.040826808028794
KO:K09902,uncharacterized protein,3556,0.39644885,3.7593089255941593e-10
KO:K00446,"catechol 2,3-dioxygenase [EC:1.13.11.2]",6226,0.39655876,5.0569454930705315e-16
KO:K03307,"solute:Na+ symporter, SSS family",6537,0.39663458,1.1836152247552606e-41
KO:K03197,type IV secretion system protein VirB2,5699,0.39683247,7.167165130874735e-08
KO:K03291,"MFS transporter, SET family, sugar efflux transporter",3409,0.39751124,0.0001955789827009572
KO:K18828,tRNA(fMet)-specific endonuclease VapC [EC:3.1.-.-],6480,0.39791298,1.3895188486637095e-25
KO:K01224,"arabinogalactan endo-1,4-beta-galactosidase [EC:3.2.1.89]",6281,0.398041,1.7217441860767398e-16
KO:K15554,sulfonate transport system permease protein,6176,0.39821863,1.7421889551048284e-15
KO:K16106,nonribosomal peptide synthetase protein BlmVI,2143,0.39888215,0.6387423947704294
KO:K00819,ornithine--oxo-acid transaminase [EC:2.6.1.13],6501,0.39900446,1.8228625351994e-24
KO:K01093,4-phytase / acid phosphatase [EC:3.1.3.26 3.1.3.2],4587,0.40000725,1.5896568542615644e-05
KO:K13041,"two-component system, LuxR family, response regulator TtrR",4713,0.4001804,0.002411338610684919
KO:K08321,"3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase [EC:2.3.1.245]",5750,0.40018106,7.480179423707898e-12
KO:K01144,exodeoxyribonuclease V [EC:3.1.11.5],6450,0.40044594,1.2216303260774668e-11
KO:K05917,sterol 14alpha-demethylase [EC:1.14.14.154 1.14.15.36],5134,0.40116215,2.139159225721727e-08
KO:K07493,putative transposase,6463,0.40177822,1.1624063891451466e-17
KO:K18308,"outer membrane protein, multidrug efflux system",2100,0.402349,0.017978879682700368
KO:K10001,glutamate/aspartate transport system substrate-binding protein,6267,0.40236425,1.3101974869755576e-12
KO:K13060,acyl homoserine lactone synthase [EC:2.3.1.184],4788,0.4026937,4.633603938116136e-12
KO:K19550,bacilysin biosynthesis oxidoreductase BacG [EC:1.3.1.-],3899,0.40315774,0.0022963799659192845
KO:K16022,flavoprotein hydroxylase,3323,0.40374398,0.00025149490902338434
KO:K15861,"CRP/FNR family transcriptional regulator, nitrogen fixation regulation protein",4606,0.40382457,0.00300414765151351
KO:K00138,aldehyde dehydrogenase [EC:1.2.1.-],6369,0.40384483,1.6559071175543632e-15
KO:K00170,pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1],5670,0.4041624,2.946504016501903e-08
KO:K13589,"two-component system, cell cycle response regulator CpdR",5608,0.40568542,2.781498581085485e-18
KO:K03735,ethanolamine ammonia-lyase large subunit [EC:4.3.1.7],6168,0.40614367,1.118554486411539e-16
